feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
K04744,scaledBiteRate,scaledBiteRate,-0.045030781,0.019774548,95,95,0.025513997,0.19943792
K01611,scaledSpeed,scaledSpeed,-0.123313388,0.05418737,95,95,0.02552312,0.199453588
K07751,treatmentOrder,medium,-1.019560456,0.443552083,95,95,0.025524594,0.199453588
K02339,treatmentOrder,high,-0.187663991,0.081793014,95,95,0.025541202,0.199544339
K14744,treatmentOrder,low,-1.411151416,0.621071936,95,93,0.025544805,0.199544339
K02532,scaledmetRate,scaledmetRate,0.289835314,0.127510557,95,95,0.025593727,0.199825631
K17466,scaledmetRate,scaledmetRate,0.49556549,0.217553825,95,91,0.025591384,0.199825631
K17467,scaledmetRate,scaledmetRate,0.49556549,0.217553825,95,91,0.025591384,0.199825631
K07776,treatmentOrder,high,1.21699935,0.530645111,95,95,0.025604499,0.199876113
K12527,treatmentOrder,medium,-1.129170955,0.491783129,95,95,0.025619228,0.19995747
K05816,treatmentOrder,medium,0.377751781,0.166356769,95,95,0.025632434,0.200026917
K13935,scaledThig,scaledThig,0.182316284,0.079813508,95,95,0.025639149,0.20004569
K00426,treatmentOrder,medium,-0.14422431,0.06269128,95,95,0.025660404,0.200058335
K03337,scaledSpeed,scaledSpeed,-0.158166177,0.069650254,95,95,0.025645347,0.200058335
K03759,scaledThig,scaledThig,-0.268291571,0.118178526,95,95,0.025664674,0.200058335
K11938,scaledThig,scaledThig,-0.325572108,0.143122304,95,94,0.025666626,0.200058335
K12340,treatmentOrder,high,-0.166467258,0.072854936,95,95,0.025666272,0.200058335
K14449,treatmentOrder,medium,0.767201565,0.334173088,95,95,0.025664146,0.200058335
K10009,scaledSpeed,scaledSpeed,-0.114259172,0.05010306,95,95,0.025672868,0.200073398
K00059,treatmentOrder,high,0.073081502,0.031897265,95,95,0.025689846,0.20014092
K00332,scaledThig,scaledThig,0.128179088,0.056344018,95,95,0.025690425,0.20014092
K09007,scaledBiteRate,scaledBiteRate,-0.139027771,0.061026789,95,95,0.025694466,0.20014092
K03673,scaledSpeed,scaledSpeed,-0.066835442,0.029251239,95,95,0.025712746,0.200249708
K08286,treatmentOrder,low,-1.244326249,0.543894256,95,92,0.025721843,0.200274218
K13488,treatmentOrder,medium,0.688532515,0.299640535,95,95,0.025724521,0.200274218
K08305,scaledThig,scaledThig,-0.08620114,0.037835398,95,95,0.025748977,0.200431006
K05886,treatmentOrder,high,0.581637459,0.253967671,95,95,0.025758665,0.2004392
K14058,scaledBiteRate,scaledBiteRate,-0.063577878,0.027973864,95,95,0.02575594,0.2004392
K01692,treatmentOrder,medium,0.344665628,0.151924802,95,95,0.025763693,0.200444723
K07644,scaledmetRate,scaledmetRate,-0.109514286,0.048173503,95,95,0.025778577,0.200526917
K14439,treatmentOrder,medium,-1.761495014,0.76993728,95,94,0.025796575,0.200633303
K14054,scaledSpeed,scaledSpeed,-0.307364801,0.135486185,95,95,0.025802227,0.20064365
K09981,treatmentOrder,medium,0.603662469,0.263327086,95,95,0.02580732,0.200649644
K07703,scaledThig,scaledThig,-0.327516104,0.144085019,95,94,0.02582009,0.200715314
K19054,scaledSpeed,scaledSpeed,0.87966814,0.387449875,95,77,0.025824749,0.200717924
K09979,scaledThig,scaledThig,-0.325444554,0.14318774,95,94,0.025833022,0.200747824
K12289,scaledThig,scaledThig,-0.327441193,0.144069348,95,94,0.025837245,0.200747824
K07701,scaledThig,scaledThig,-0.327407392,0.144064301,95,94,0.025847105,0.200790827
K00446,treatmentOrder,high,0.689723881,0.301847519,95,95,0.025862537,0.200843492
K08163,treatmentOrder,medium,-1.044575557,0.456070389,95,95,0.025859864,0.200843492
K19716,treatmentOrder,high,0.678520725,0.297282324,95,19,0.025868179,0.200853711
K04780,treatmentOrder,high,1.685539073,0.737448803,95,83,0.025898831,0.201032319
K11071,treatmentOrder,high,0.467656735,0.204458162,95,95,0.025902862,0.201032319
K13665,treatmentOrder,high,-1.591560879,0.698355675,95,42,0.025904173,0.201032319
K01608,treatmentOrder,medium,0.533573325,0.232352006,95,95,0.025924541,0.201089543
K02853,scaledThig,scaledThig,-0.325603856,0.143338954,95,94,0.02592098,0.201089543
K12582,scaledThig,scaledThig,-0.325603856,0.143338954,95,94,0.02592098,0.201089543
K00334,treatmentOrder,high,-0.118994377,0.052224865,95,95,0.025982347,0.201130875
K00343,treatmentOrder,high,-0.133730529,0.058704885,95,95,0.025990525,0.201130875
K02013,scaledThig,scaledThig,-0.058936013,0.025971565,95,95,0.025939031,0.201130875
K02560,treatmentOrder,medium,-1.01941871,0.444942451,95,95,0.025984555,0.201130875
K07708,scaledBiteRate,scaledBiteRate,-0.058846069,0.025900083,95,95,0.025962774,0.201130875
K10974,treatmentOrder,medium,0.811214177,0.352475151,95,95,0.025977489,0.201130875
K16710,scaledSpeed,scaledSpeed,-0.273947768,0.120785514,95,95,0.025936584,0.201130875
K17463,scaledmetRate,scaledmetRate,0.49436598,0.217632544,95,91,0.025988187,0.201130875
K17464,scaledmetRate,scaledmetRate,0.494489679,0.217641892,95,91,0.025958281,0.201130875
K17468,scaledmetRate,scaledmetRate,0.49436598,0.217632544,95,91,0.025988187,0.201130875
K17473,scaledmetRate,scaledmetRate,0.49436598,0.217632544,95,91,0.025988187,0.201130875
K18135,treatmentOrder,medium,1.337900142,0.583907106,95,93,0.025977948,0.201130875
K18895,scaledmetRate,scaledmetRate,0.4947719,0.217746715,95,91,0.025945595,0.201130875
K19235,treatmentOrder,medium,-1.020022583,0.445141144,95,95,0.025963751,0.201130875
K09131,treatmentOrder,high,-0.313950641,0.137652129,95,95,0.025997899,0.201154414
K18029,treatmentOrder,high,0.60516546,0.265285094,95,95,0.026026175,0.201339638
K00293,treatmentOrder,medium,-1.86128302,0.813825778,95,58,0.026056789,0.201446439
K05790,scaledThig,scaledThig,-0.325422957,0.143392621,95,94,0.026057338,0.201446439
K08086,scaledSpeed,scaledSpeed,-0.087113746,0.038298733,95,95,0.026049679,0.201446439
K12288,scaledThig,scaledThig,-0.326966949,0.144071691,95,94,0.026047293,0.201446439
K00919,treatmentOrder,medium,0.220089031,0.097226276,95,95,0.02608142,0.201565484
K08358,treatmentOrder,medium,-0.787475251,0.343617092,95,95,0.02608006,0.201565484
K00019,treatmentOrder,medium,0.347031804,0.151247504,95,95,0.026090444,0.201568113
K07406,treatmentOrder,high,0.638323113,0.278954481,95,95,0.026087846,0.201568113
K17465,scaledmetRate,scaledmetRate,0.493719106,0.217522692,95,91,0.026109727,0.201683524
K13918,scaledSpeed,scaledSpeed,-0.334237643,0.147538103,95,94,0.026121101,0.20173781
K12145,scaledThig,scaledThig,-0.424062508,0.186819018,95,34,0.026142764,0.201837964
K12148,scaledThig,scaledThig,-0.326636184,0.144017377,95,94,0.026140284,0.201837964
K02757,scaledThig,scaledThig,-0.333061037,0.146704916,95,95,0.026191004,0.201885269
K03468,scaledThig,scaledThig,-0.32663541,0.144089368,95,94,0.026211811,0.201885269
K04030,treatmentOrder,low,-1.536230554,0.67282663,95,92,0.02617101,0.201885269
K07017,scaledThig,scaledThig,0.124706172,0.054937593,95,95,0.02619868,0.201885269
K07115,scaledBiteRate,scaledBiteRate,-0.057840269,0.025520414,95,95,0.02621186,0.201885269
K08151,treatmentOrder,medium,-0.567401677,0.248333734,95,95,0.026200146,0.201885269
K08170,treatmentOrder,medium,1.556335141,0.680459967,95,84,0.026196442,0.201885269
K08322,scaledThig,scaledThig,-0.321676323,0.141938936,95,95,0.026214122,0.201885269
K08682,scaledThig,scaledThig,-0.326660766,0.144097109,95,94,0.026208178,0.201885269
K11736,scaledThig,scaledThig,-0.32663541,0.144089368,95,94,0.026211811,0.201885269
K12974,scaledThig,scaledThig,-0.3266523,0.144091888,95,94,0.026206815,0.201885269
K13301,scaledThig,scaledThig,-0.3266523,0.144091888,95,94,0.026206815,0.201885269
K18324,scaledThig,scaledThig,-0.32663541,0.144089368,95,94,0.026211811,0.201885269
K19162,scaledThig,scaledThig,-0.3266523,0.144091888,95,94,0.026206815,0.201885269
K19303,scaledThig,scaledThig,-0.32663541,0.144089368,95,94,0.026211811,0.201885269
K07217,scaledSpeed,scaledSpeed,-0.179453483,0.07935789,95,95,0.026266626,0.202222559
K19181,treatmentOrder,medium,0.774732779,0.337686278,95,95,0.02626663,0.202222559
K02224,treatmentOrder,medium,0.313757636,0.137018719,95,95,0.026275877,0.202260211
K00171,scaledSpeed,scaledSpeed,0.337427609,0.149284538,95,24,0.02629899,0.202337473
K02067,scaledThig,scaledThig,0.056061644,0.024698455,95,95,0.026293456,0.202337473
K03773,treatmentOrder,high,-0.23852385,0.104831449,95,95,0.026295305,0.202337473
K03168,scaledThig,scaledThig,0.044208533,0.019485986,95,95,0.026303847,0.202341308
K19425,scaledBiteRate,scaledBiteRate,-0.695671242,0.307808809,95,29,0.026317573,0.202413356
K07015,scaledSpeed,scaledSpeed,0.39341024,0.173917631,95,94,0.026328516,0.20246398
K07215,treatmentOrder,medium,0.562772486,0.246211183,95,95,0.026336367,0.202490811
K01474,treatmentOrder,medium,0.575465831,0.251527641,95,95,0.026341887,0.202499713
K08299,scaledmetRate,scaledmetRate,0.189202832,0.08351255,95,95,0.026353676,0.202556799
K18300,treatmentOrder,medium,0.741131809,0.324614357,95,95,0.026369105,0.202641839
K04768,treatmentOrder,medium,0.868647256,0.381003239,95,94,0.026390759,0.202774676
K00131,treatmentOrder,high,0.628001581,0.276258945,95,95,0.026421988,0.202882939
K00998,scaledSpeed,scaledSpeed,-0.192252545,0.08483949,95,95,0.026429786,0.202882939
K02507,scaledThig,scaledThig,-0.324662037,0.14342269,95,94,0.026420958,0.202882939
K03519,treatmentOrder,high,0.486882511,0.213717853,95,95,0.026435441,0.202882939
K05796,treatmentOrder,medium,-1.028106116,0.450311046,95,95,0.026433522,0.202882939
K11740,scaledSpeed,scaledSpeed,0.184228784,0.081570762,95,94,0.026414434,0.202882939
K17325,scaledThig,scaledThig,0.146182772,0.064686037,95,95,0.026431954,0.202882939
K02504,scaledThig,scaledThig,-0.3246071,0.143439038,95,94,0.026462525,0.202976516
K02666,treatmentOrder,high,-0.196371253,0.086251959,95,95,0.026470048,0.202976516
K02679,scaledThig,scaledThig,-0.324573717,0.143433992,95,94,0.026472473,0.202976516
K02680,scaledThig,scaledThig,-0.324573717,0.143433992,95,94,0.026472473,0.202976516
K09118,treatmentOrder,low,0.728993035,0.322864086,95,95,0.026454699,0.202976516
K09917,scaledThig,scaledThig,-0.324582016,0.143439157,95,94,0.026473867,0.202976516
K02681,scaledThig,scaledThig,-0.324569859,0.143454457,95,94,0.026495397,0.203012827
K03778,treatmentOrder,high,0.281132389,0.123310409,95,95,0.026493725,0.203012827
K06922,treatmentOrder,high,2.208748824,0.970365496,95,74,0.026500468,0.203012827
K11740,scaledBiteRate,scaledBiteRate,0.200642037,0.088889542,95,94,0.026499421,0.203012827
K19633,scaledmetRate,scaledmetRate,-0.779774975,0.345089443,95,68,0.026484232,0.203012827
K01708,scaledmetRate,scaledmetRate,-0.137430684,0.060726372,95,95,0.026506429,0.203024987
K12500,scaledSpeed,scaledSpeed,-0.211849139,0.093869413,95,95,0.026522636,0.203115611
K04759,treatmentOrder,high,-0.230930552,0.101466223,95,95,0.026534412,0.203172281
K01778,scaledSpeed,scaledSpeed,0.027520388,0.012142827,95,95,0.026551178,0.203212668
K01809,treatmentOrder,high,0.196474071,0.085977181,95,95,0.026552818,0.203212668
K11474,treatmentOrder,medium,0.879491363,0.385679434,95,95,0.026550237,0.203212668
K09948,treatmentOrder,medium,0.515719548,0.2259823,95,95,0.026562564,0.203253746
K01216,scaledBiteRate,scaledBiteRate,0.493041041,0.218453743,95,47,0.026589178,0.203334941
K01510,scaledmetRate,scaledmetRate,-0.387720577,0.17139087,95,35,0.026603835,0.203334941
K09945,scaledmetRate,scaledmetRate,-0.182751264,0.080694143,95,95,0.026600593,0.203334941
K10713,treatmentOrder,high,-0.846703853,0.372477625,95,94,0.026586277,0.203334941
K15477,scaledmetRate,scaledmetRate,-0.387720577,0.17139087,95,35,0.026603835,0.203334941
K15491,scaledmetRate,scaledmetRate,-0.387720577,0.17139087,95,35,0.026603835,0.203334941
K19211,scaledBiteRate,scaledBiteRate,0.327421192,0.145060946,95,16,0.026591364,0.203334941
K13053,treatmentOrder,high,0.53381362,0.234885293,95,95,0.026611217,0.203357885
K02006,treatmentOrder,medium,-0.780338024,0.341605573,95,95,0.026632889,0.203490002
K09473,scaledSpeed,scaledSpeed,-0.328349955,0.145182411,95,93,0.026645459,0.203552542
K11914,scaledSpeed,scaledSpeed,-0.285238474,0.126155468,95,95,0.026652279,0.203571145
K04336,treatmentOrder,low,-1.339194831,0.593956341,95,93,0.026662703,0.203617259
K02773,treatmentOrder,medium,-1.51283223,0.671003063,95,93,0.026670503,0.203643329
K07343,scaledSpeed,scaledSpeed,-0.104966959,0.046544139,95,95,0.026677356,0.203662154
K05525,scaledSpeed,scaledSpeed,0.608617102,0.269915775,95,51,0.026692008,0.203740513
K00613,scaledThig,scaledThig,0.482653658,0.213777749,95,93,0.026709682,0.203841899
K00689,treatmentOrder,medium,1.724662062,0.75804719,95,11,0.026718307,0.203843688
K02851,scaledThig,scaledThig,-0.204697719,0.090517807,95,95,0.026718698,0.203843688
K11434,treatmentOrder,high,-1.540327829,0.678917019,95,90,0.02672589,0.203865052
K04651,scaledThig,scaledThig,-0.140153888,0.061857237,95,95,0.026736034,0.203908928
K07501,scaledThig,scaledThig,0.163979098,0.07254519,95,95,0.026746583,0.203955873
K16427,treatmentOrder,high,-2.736126663,1.204767712,95,59,0.02675673,0.203999745
K02505,scaledThig,scaledThig,-0.32376755,0.143370938,95,94,0.026765895,0.204036113
K01119,treatmentOrder,high,0.458641187,0.202300519,95,95,0.026785088,0.204053839
K01372,treatmentOrder,high,0.91601142,0.403235691,95,95,0.026812175,0.204053839
K03425,scaledThig,scaledThig,-0.325208073,0.144048884,95,94,0.026808722,0.204053839
K04058,scaledSpeed,scaledSpeed,-0.205102365,0.090756606,95,95,0.026778874,0.204053839
K05835,treatmentOrder,low,-0.914755995,0.404554192,95,95,0.02680582,0.204053839
K06408,scaledBiteRate,scaledBiteRate,-0.985267248,0.437387792,95,52,0.026799365,0.204053839
K07074,treatmentOrder,medium,-0.659373058,0.289357703,95,95,0.026810394,0.204053839
K09955,treatmentOrder,high,0.697965588,0.307216444,95,95,0.026784566,0.204053839
K12256,scaledSpeed,scaledSpeed,-0.104510726,0.046176749,95,95,0.026800386,0.204053839
K17323,scaledThig,scaledThig,0.146487365,0.064986957,95,95,0.0268094,0.204053839
K08308,scaledThig,scaledThig,-0.322420888,0.142846429,95,94,0.026819666,0.204077393
K07686,treatmentOrder,medium,-0.992439722,0.435704752,95,95,0.02682567,0.204089624
K01120,treatmentOrder,high,0.728407697,0.321231015,95,95,0.026837778,0.204148285
K06689,scaledThig,scaledThig,0.655312363,0.290698279,95,84,0.026853027,0.204230821
K03337,treatmentOrder,medium,0.483848024,0.210829741,95,95,0.026866778,0.204238384
K11645,scaledmetRate,scaledmetRate,0.203591498,0.0903437,95,95,0.026867083,0.204238384
K12976,treatmentOrder,medium,0.723345732,0.31744291,95,95,0.02686722,0.204238384
K13282,scaledThig,scaledThig,0.250168705,0.11080467,95,95,0.026884193,0.204333949
K00826,scaledSpeed,scaledSpeed,0.05082106,0.022485929,95,95,0.026901625,0.204392864
K09901,treatmentOrder,medium,-1.012297129,0.444689995,95,95,0.026905152,0.204392864
K09986,scaledThig,scaledThig,0.147185063,0.065344681,95,95,0.026897809,0.204392864
K02386,scaledSpeed,scaledSpeed,-0.060030524,0.026567226,95,95,0.026957228,0.204552499
K13652,scaledSpeed,scaledSpeed,-0.13389097,0.059335555,95,95,0.026952372,0.204552499
K14591,treatmentOrder,high,0.905613269,0.398863297,95,95,0.026960457,0.204552499
K17324,scaledThig,scaledThig,0.145701184,0.064692532,95,95,0.026934355,0.204552499
K18315,treatmentOrder,high,-1.401949947,0.618963334,95,11,0.026965821,0.204552499
K18316,treatmentOrder,high,-1.401949947,0.618963334,95,11,0.026965821,0.204552499
K18317,treatmentOrder,high,-1.401949947,0.618963334,95,11,0.026965821,0.204552499
K18318,treatmentOrder,high,-1.401949947,0.618963334,95,11,0.026965821,0.204552499
K18319,treatmentOrder,high,-1.401949947,0.618963334,95,11,0.026965821,0.204552499
K07221,treatmentOrder,high,-0.488073768,0.215279334,95,95,0.02697202,0.204566093
K02959,treatmentOrder,high,-0.103332163,0.045391125,95,95,0.026982348,0.204610994
K16693,scaledThig,scaledThig,-0.323773966,0.143581494,95,94,0.026988524,0.204624403
K00333,scaledThig,scaledThig,0.12718894,0.056418086,95,95,0.027008603,0.204685055
K00590,scaledmetRate,scaledmetRate,0.350720827,0.155438667,95,93,0.027006818,0.204685055
K02454,scaledThig,scaledThig,0.067666574,0.030049038,95,95,0.02700975,0.204685055
K02463,scaledThig,scaledThig,-0.084350335,0.037251035,95,95,0.027026524,0.204761044
K15540,treatmentOrder,medium,0.728161991,0.319584226,95,95,0.027028599,0.204761044
K01571,treatmentOrder,medium,0.828127107,0.36147001,95,95,0.027048756,0.204880316
K01768,scaledThig,scaledThig,0.141971618,0.063038821,95,95,0.027056532,0.204903833
K05710,treatmentOrder,high,0.553485973,0.243490158,95,95,0.027060688,0.204903833
K02682,scaledThig,scaledThig,-0.323306558,0.143470269,95,94,0.027081604,0.205028765
K02662,treatmentOrder,high,-0.191029744,0.084304133,95,95,0.027094496,0.205058317
K03204,treatmentOrder,high,-0.484521615,0.214201633,95,95,0.027098759,0.205058317
K12506,treatmentOrder,medium,0.652841076,0.2869985,95,95,0.027098665,0.205058317
K02048,scaledBiteRate,scaledBiteRate,-0.080119738,0.035541333,95,95,0.027104871,0.205071144
K01184,scaledThig,scaledThig,0.548100081,0.242613236,95,87,0.027127851,0.205211562
K07090,treatmentOrder,medium,0.144582627,0.063533435,95,95,0.027141192,0.205279031
K00012,treatmentOrder,high,-0.162076936,0.071654143,95,95,0.027150252,0.205314105
K06178,scaledSpeed,scaledSpeed,0.030552435,0.01356133,95,95,0.027167335,0.205342947
K07396,scaledSpeed,scaledSpeed,-0.131188063,0.05816241,95,95,0.027167188,0.205342947
K11203,treatmentOrder,medium,-1.328453444,0.585696393,95,94,0.027164993,0.205342947
K03119,scaledSpeed,scaledSpeed,-0.070803792,0.031332834,95,95,0.027189704,0.205478568
K06938,scaledmetRate,scaledmetRate,-0.055155254,0.024462309,95,95,0.027196701,0.205497989
K04110,treatmentOrder,medium,0.686523004,0.302636695,95,95,0.027206245,0.205531233
K14681,treatmentOrder,high,1.96224675,0.866721646,95,18,0.027209955,0.205531233
K15327,treatmentOrder,high,2.197441802,0.971233019,95,74,0.027216786,0.205549388
K00140,scaledSpeed,scaledSpeed,-0.061963757,0.027437479,95,95,0.0272423,0.205708608
K01687,treatmentOrder,high,0.132506166,0.058520626,95,95,0.027273364,0.205816563
K01745,treatmentOrder,high,0.141580119,0.062651981,95,95,0.02731447,0.205816563
K05559,treatmentOrder,medium,0.433193639,0.19054358,95,95,0.027274653,0.205816563
K05561,treatmentOrder,medium,0.433076892,0.190549347,95,95,0.027318664,0.205816563
K05562,treatmentOrder,medium,0.432594008,0.190316834,95,95,0.027300599,0.205816563
K06885,scaledThig,scaledThig,0.193497049,0.086037076,95,95,0.027311475,0.205816563
K07096,treatmentOrder,medium,1.103602404,0.491505995,95,94,0.027280521,0.205816563
K07339,treatmentOrder,medium,1.496632978,0.658932417,95,79,0.02728239,0.205816563
K08195,scaledThig,scaledThig,0.130426907,0.058059315,95,95,0.027318347,0.205816563
K08678,scaledSpeed,scaledSpeed,0.179712757,0.080006239,95,95,0.027318226,0.205816563
K13889,treatmentOrder,high,0.790313532,0.348813262,95,95,0.027284117,0.205816563
K15659,treatmentOrder,high,1.866302388,0.823948325,95,85,0.027308686,0.205816563
